User ID Number,Gender,Seeking,Age,Profile Visits,Kisses,Fans,Country Name,Country Cordinates,User Country,City Cordinates,Last Known City Location,Location,lastOnlineDate,lastOnlineTime,User ID,Age Category
826,F,M,24,5005,84,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Dijon,2015-04-26T08:32:51Z,1430037171,543f742bca6da1d7168b4594,Early Twenties
827,F,M,19,354,0,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Fontaine-l√®s-Luxeuil,2015-04-26T11:16:37Z,1430046997,55341757c76da14a1c8b4586,Early Twenties
828,F,none,24,2103,219,5,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3971∞ N, 8.6180∞ E",Dubendorf,Hauterive,2015-04-23T20:19:14Z,1429820354,54ff6bcb180ba02f4a8b47ac,Early Twenties
829,F,M,20,821,27,0,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Cavallermaggiore,2015-04-26T18:48:58Z,1430074138,553d313b1c0ba06d2a8b4567,Early Twenties
830,F,M,19,12946,300,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Freiburg im Breisgau,2015-04-08T11:47:28Z,1428493648,54251f57140ba00f3d8b4e1f,Early Twenties
831,F,M,22,545,21,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,T√ºbingen,2015-04-06T14:52:05Z,1428331925,551d93bfc46da1dc2d8b4767,Early Twenties
832,F,M,20,3563,100,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,La Salle les Alpes,2015-04-06T14:26:11Z,1428330371,54c7ce77c96da1fe8c8b465a,Early Twenties
833,F,M,22,9743,543,1,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Torino,2015-04-06T12:02:12Z,1428321732,551caea3e86da1e20f8b4680,Early Twenties
834,F,M,19,5000,101,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Bollwiller,2015-04-07T17:15:27Z,1428426927,551475fae96da1244f8b47be,Early Twenties
835,F,M,26,2297,67,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Hainburg,2015-04-18T11:15:12Z,1429355712,5520f4d7c96da1ca0b8b45c7,Late Twenties
836,F,M,22,8098,168,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Neerach,2015-04-26T18:56:22Z,1430074582,54ca7816ca6da1e0348b4655,Early Twenties
837,F,M,19,12788,608,32,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3130∞ N, 7.9199∞ E",Oftringen,Oftringen,2015-04-08T12:34:06Z,1428496446,5439b321c76da1d0478b49f6,Early Twenties
838,F,M,23,6598,103,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,K√∂ln,2015-04-06T14:52:37Z,1428331957,55218297c96da154588b4763,Early Twenties
839,F,M,22,1442,19,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Kerpen,2015-04-06T14:26:17Z,1428330377,54fc95c4c56da115038b4872,Early Twenties
840,F,M,19,1900,98,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4485∞ N, 7.8858∞ E",Tecknau,Tramelan,2015-04-24T19:48:01Z,1429904881,5538dc9de96da1085d8b4922,Early Twenties
841,F,M,21,1261,22,0,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Nichelino,2015-04-26T07:37:45Z,1430033865,5501853ac86da1f72b8b4c09,Early Twenties
842,F,M,22,681,6,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Arbois,2015-04-06T14:17:40Z,1428329860,54f611b60a6ea111448b465e,Early Twenties
843,F,M,20,9958,290,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3271∞ N, 8.8014∞ E",Wetzikon,Wangen bei Olten,2015-04-08T13:37:42Z,1428500262,55113002140ba0e47e8b4867,Early Twenties
844,F,M,19,7162,99,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3130∞ N, 7.9199∞ E",Oftringen,Oberbuchsiten,2015-04-26T01:14:14Z,1430010854,551ec019c66da195298b46ed,Early Twenties
845,F,M,19,777,9,0,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Cavaglio d'Agogna,2015-04-25T15:02:03Z,1429974123,54776c29e86da10e038b4e69,Early Twenties
846,F,M,25,8914,283,76,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.4312∞ N, 6.9107∞ E",Montreux,Zug,2015-04-26T18:49:04Z,1430074144,54bc2dc3086ea1a3468b45e5,Late Twenties
847,F,M,21,4897,101,2,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9761∞ N, 7.4819∞ E",Ittigen,Ittigen,2015-04-08T14:53:38Z,1428504818,551bdf14086ea107988b4bc4,Early Twenties
848,F,M,20,10905,243,4,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Zug,2015-04-06T14:25:03Z,1428330303,55128dcee86da1b9948b4654,Early Twenties
849,F,M,24,8354,399,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Z√ºrich,2015-04-26T18:41:54Z,1430073714,549403a8170ba0f2188b4750,Early Twenties
850,F,M,19,2563,101,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.2718∞ N, 7.3810∞ E",Arbaz,Savi√®se,2015-04-07T11:15:53Z,1428405353,544b7999160ba00d7a8b456f,Early Twenties
851,F,M,23,5681,154,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Hahn,2015-04-06T14:47:07Z,1428331627,542e96b01a0ba0d6548b45e2,Early Twenties
852,F,M,21,1621,9,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Furtwangen im Schwarzwald,2015-04-08T15:25:43Z,1428506743,5509d9e6ca6da1ba468b4acf,Early Twenties
853,F,M,22,14015,378,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Klettgau,2015-04-26T18:50:56Z,1430074256,5537f3f8cc6da18d868b457b,Early Twenties
854,F,M,20,7777,462,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.2978∞ N, 8.4483∞ E",Hedingen,Saint-Genis-Pouilly,2015-04-26T15:23:02Z,1430061782,550b04ffc46da185148b47d5,Early Twenties
855,F,M,20,6013,216,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.2978∞ N, 8.4483∞ E",Hedingen,Gruben bei Gstaad,2015-04-06T20:38:51Z,1428352731,54789b61160ba0f0188b470c,Early Twenties
856,F,M,24,10366,418,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Meylan,2015-04-08T01:12:32Z,1428455552,5437ff6f170ba00f128b4c12,Early Twenties
857,F,M,20,2038,59,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Dom√®ne,2015-05-03T09:59:59Z,1430647199,54888e01c46da176168b497a,Early Twenties
858,F,M,19,6360,215,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Lons-le-Saunier,2015-04-13T17:25:09Z,1428945909,55293603170ba0bd458b480d,Early Twenties
859,F,M,22,11781,709,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3892∞ N, 8.3440∞ E",Bellikon,K√ºnten,2015-04-08T13:19:30Z,1428499170,543d9212c46da199438b4b24,Early Twenties
860,F,M,22,1020,14,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Br√ºhl,2015-04-06T14:57:35Z,1428332255,5510648c0a6ea1a7248b4713,Early Twenties
861,F,M,23,4586,354,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Dammarie-les-Lys,2015-04-06T16:03:35Z,1428336215,544021b9cb6da1062e8b45a7,Early Twenties
862,F,none,22,321,1,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,B√ºttelborn,2015-04-27T19:15:09Z,1430162109,552a94031a0ba05f228b45d1,Early Twenties
863,F,M,20,5446,120,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,√âchenans-sous-Mont-Vaudois,2015-04-21T20:27:45Z,1429648065,5509626e170ba0e6758b484b,Early Twenties
864,F,M,24,5358,90,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Z√ºrich,2015-04-08T11:21:06Z,1428492066,551eb9821c0ba0ec0e8b4953,Early Twenties
865,F,M,22,483,16,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.1501∞ N, 8.0192∞ E",Ettiswil,Ettiswil,2015-04-06T14:31:39Z,1428330699,551baae12f77595d218b4567,Early Twenties
866,F,M,26,6800,237,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Mainz-Kostheim,2015-04-06T16:10:35Z,1428336635,54f18a15ea6da10a9c8b45b3,Late Twenties
867,F,M,23,2834,76,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Trier,2015-04-26T18:51:31Z,1430074291,54ece94fe96da1c1548b4604,Early Twenties
868,F,M,21,2694,156,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3483∞ N, 8.7179∞ E",Uster,Uster,2015-04-06T14:23:27Z,1428330207,551ea625076ea1222f8b4a4f,Early Twenties
869,F,M,20,19662,945,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3271∞ N, 8.8014∞ E",Wetzikon,Schlieren,2015-04-11T16:34:00Z,1428770040,54ea619e0a6ea19c958b4dcc,Early Twenties
870,F,M,24,5364,115,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Esslingen am Neckar,2015-04-06T16:11:39Z,1428336699,55213670c46da12f728b4eb2,Early Twenties
871,F,none,20,16903,1253,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Z√ºrich,2015-04-26T18:21:29Z,1430072489,543b40f4160ba045558b4c16,Early Twenties
872,F,M,19,5663,95,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Titisee-Neustadt,2015-04-08T11:04:58Z,1428491098,544a41b0140ba06c568b4ca6,Early Twenties
873,F,M,23,6112,264,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Sankt Augustin,2015-04-06T14:54:25Z,1428332065,5509c261160ba0471f8b4849,Early Twenties
874,F,M,22,3759,207,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"48.7258∞ N, 2.1252∞ E",Villiers-le-Bacle,Volketswil,2015-04-08T15:28:53Z,1428506933,54e077001c0ba0b44d8b4c9b,Early Twenties
875,F,M,20,20335,869,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Lyon,2015-04-04T18:46:33Z,1428173193,54ea5657e86da19b368b4706,Early Twenties
876,F,M,22,4820,255,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Le Luc,2015-04-06T14:56:59Z,1428332219,551348071c0ba09e448b4707,Early Twenties
877,F,M,20,3503,35,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.2978∞ N, 8.4483∞ E",Hedingen,Hedingen,2015-04-26T01:14:56Z,1430010896,54f776e50b6ea1013e8b4eea,Early Twenties
878,F,none,21,2277,59,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.8065∞ N, 7.1620∞ E",Fribourg,Fribourg,2015-04-26T10:35:20Z,1430044520,54c290c0cc6da1e10f8b456b,Early Twenties
879,F,M,23,14329,444,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Sch√∂mberg,2015-04-19T07:40:08Z,1429429208,54c3ff770b6ea1a7528b486d,Early Twenties
880,F,M,19,9043,744,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.5197∞ N, 6.6323∞ E",Lancy,Langnau im Emmental,2015-04-26T18:52:59Z,1430074379,553bf5e7e96da194888b4c76,Early Twenties
881,F,none,25,2519,60,0,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Garbatola,2015-04-27T19:41:54Z,1430163714,55394a941b0ba0b21b8b4658,Late Twenties
882,F,M,22,6086,233,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Trier,2015-04-06T16:00:54Z,1428336054,543c304acd6da183268b457e,Early Twenties
883,F,none,19,827,7,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Bollschweil,2015-04-26T11:44:36Z,1430048676,543c3327140ba0b76c8b4617,Early Twenties
884,F,M,19,1396,25,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Thyez,2015-04-08T14:44:57Z,1428504297,543d54e3c46da1fd6c8b456b,Early Twenties
885,F,none,23,6358,195,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.0342∞ N, 8.2773∞ E",Kriens,Luzern,2015-04-26T11:47:12Z,1430048832,553373bdc96da16e028b4cf4,Early Twenties
886,F,M,22,2408,33,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4485∞ N, 7.8858∞ E",Tecknau,Turgi,2015-04-19T08:11:38Z,1429431098,5507de30c96da16e4b8b4844,Early Twenties
887,F,M,22,5828,201,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Bern,2015-04-06T13:28:28Z,1428326908,551be1f4076ea1d2508b45d2,Early Twenties
888,F,M,21,1649,70,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.1783∞ N, 7.0730∞ E",Courtelary,Lausanne,2015-04-05T20:32:31Z,1428265951,55089423160ba0592b8b4950,Early Twenties
889,F,M,22,241,3,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Frankfurt am Main,2015-04-06T15:57:25Z,1428335845,543eca0ae66da1867a8b4754,Early Twenties
890,F,M,22,4772,55,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Lahr/Schwarzwald,2015-04-07T22:44:07Z,1428446647,550ed8df180ba045198b47b8,Early Twenties
891,F,M,19,5402,141,0,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Brusasco,2015-04-08T13:29:47Z,1428499787,55252dccc96da1b2958b49dd,Early Twenties
892,F,M,23,10730,475,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Bern,2015-04-07T12:21:56Z,1428409316,54ab877b1a0ba0e7318b4caf,Early Twenties
893,F,none,20,7536,369,2,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Le Creusot,2015-04-05T23:37:12Z,1428277032,54725815cb6da116908b48bb,Early Twenties
894,F,M,23,5544,202,2,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Torino,2015-04-26T09:04:25Z,1430039065,553366a8c96da105918b462e,Early Twenties
895,F,none,22,4382,87,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,K√∂ln,2015-04-27T19:16:42Z,1430162202,54f382211c0ba0e3268b4616,Early Twenties
896,F,M,21,10474,279,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Eppingen,2015-04-06T14:47:30Z,1428331650,54f30da4ca6da1f11b8b456e,Early Twenties
897,F,M,20,8060,167,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.0500∞ N, 7.5069∞ E",Jegenstorf,Bern,2015-04-07T12:18:36Z,1428409116,54a02460150ba07c708b4632,Early Twenties
898,F,M,22,4035,80,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.1655∞ N, 9.4709∞ E",Buchs,Buchs,2015-04-06T14:26:06Z,1428330366,5516d13ee96da197368b4ab6,Early Twenties
899,F,M,21,8351,214,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Freiburg im Breisgau,2015-04-08T13:53:16Z,1428501196,551fb0f8c76da14a128b4984,Early Twenties
900,F,M,21,1090,123,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.5596∞ N, 7.5886∞ E",Basel,Aesch (BL),2015-04-01T21:57:48Z,1427925468,54f8987a190ba0f25f8b4690,Early Twenties
901,F,M,19,7609,186,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Reuenthal,2015-04-06T15:21:25Z,1428333685,5443ba2b150ba06d5d8b4700,Early Twenties
902,F,M,22,1572,17,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Z√ºrich,2015-04-25T23:06:14Z,1430003174,544f1886160ba0745c8b4681,Early Twenties
903,F,M,21,11117,132,63,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3271∞ N, 8.8014∞ E",Wetzikon,D√ºbendorf,2015-04-08T13:32:20Z,1428499940,551d9731066ea116518b4be5,Early Twenties
904,F,M,25,1517,72,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Zurich,2015-04-05T23:03:03Z,1428274983,54f57525140ba038308b47c4,Late Twenties
905,F,M,23,2383,49,2,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.0342∞ N, 8.2773∞ E",Kriens,K√∂niz,2015-04-08T11:16:22Z,1428491782,54ce8657066ea1977a8b4741,Early Twenties
906,F,M,23,1210,25,2,Spain,"40.4637∞ N, 3.7492∞ W",ES,"41.3874∞ N, 2.1686∞ E",Barcelona,Lebach,2015-04-06T14:59:58Z,1428332398,55139c0fc46da11f328b4dd4,Early Twenties
907,F,M,20,8649,471,1,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Vesoul,2015-04-07T23:31:39Z,1428449499,54f50b80c56da191568b49d4,Early Twenties
908,F,M,20,17533,1010,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3483∞ N, 8.7179∞ E",Uster,Z√ºrich,2015-04-06T14:23:23Z,1428330203,544515e5e86da1a3038b4745,Early Twenties
909,F,M,25,6210,184,5,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Stuttgart,2015-04-16T05:03:06Z,1429160586,54490a77c56da1ce348b47ba,Late Twenties
910,F,M,22,2485,70,3,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Dijon,2015-04-06T22:47:27Z,1428360447,5518b80ae66da135358b4567,Early Twenties
911,F,M,22,7055,232,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,H√ºnstetten,2015-04-06T14:47:50Z,1428331670,545cbc60ea6da195408b4998,Early Twenties
912,F,M,20,9245,343,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Montm√©lian,2015-04-26T11:59:38Z,1430049578,54a93d11c46da17e378b49f8,Early Twenties
913,F,M,19,7577,191,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4907∞ N, 7.5894∞ E",Reinach,Niederwangen bei Bern,2015-04-26T10:54:23Z,1430045663,54b4225fc96da139928b4c6c,Early Twenties
914,F,M,20,3716,60,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Chamb√©ry,2015-04-25T23:24:00Z,1430004240,5516d441c96da149058b4fa5,Early Twenties
915,F,M,24,252,1,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Mainz,2015-04-06T16:09:31Z,1428336571,5522417b160ba0213a8b4741,Early Twenties
916,F,M,20,5876,89,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Waldshut-Tiengen,2015-04-08T14:31:38Z,1428503498,5516e39d1a0ba0d0668b45ab,Early Twenties
917,F,M,19,8189,454,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Corbonod,2015-04-05T21:15:37Z,1428268537,55197dea086ea1922b8b4926,Early Twenties
918,F,none,21,9745,588,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.4312∞ N, 6.9107∞ E",Montreux,Bargen,2015-04-07T12:22:34Z,1428409354,546b5557e86da188808b4c6c,Early Twenties
919,F,M,21,10225,231,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Bad Schussenried,2015-04-06T14:54:33Z,1428332073,54c73695140ba020398b4994,Early Twenties
920,F,none,21,3491,175,20,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,√úberherrn,2015-04-06T14:57:42Z,1428332262,54feba83170ba0d4178b4858,Early Twenties
921,F,M,24,2555,57,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.1501∞ N, 8.0192∞ E",Ettiswil,Yverdon-les-Bains,2015-04-08T15:26:11Z,1428506771,55210430180ba0ef128b4a5d,Early Twenties
922,F,M,21,1813,25,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Huttwil,2015-04-08T14:44:31Z,1428504271,544bf91ae96da1f31c8b46eb,Early Twenties
923,F,M,24,9841,242,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.8065∞ N, 7.1620∞ E",Fribourg,Frauenfeld,2015-04-26T19:00:49Z,1430074849,54de4790066ea135868b45e8,Early Twenties
924,F,M,20,1,0,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Klettgau,2015-04-06T14:24:03Z,1428330243,55228f61cb6da1e9418b46ca,Early Twenties
925,F,M,21,9809,309,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Z√ºrich,2015-04-08T13:06:39Z,1428498399,551c0f76c96da152148b4c15,Early Twenties
926,F,M,24,6446,425,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3130∞ N, 7.9199∞ E",Oftringen,Collombey-Muraz,2015-04-07T08:01:03Z,1428393663,544ccb8a160ba0c75a8b4859,Early Twenties
927,F,M,23,11556,386,2,Austria,"47.5162∞ N, 14.5501∞ E",AT,"47.5008∞ N, 9.7423∞ E",Bregenz,Hard,2015-04-06T14:57:52Z,1428332272,546aecebe86da1405d8b5060,Early Twenties
928,F,M,22,1997,81,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Zuzwil,2015-04-06T15:03:19Z,1428332599,544d0c7dc56da1f7548b4bd8,Early Twenties
929,F,M,19,2967,31,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Kandern,2015-04-26T14:40:17Z,1430059217,553cedb7c86da183838b45d3,Early Twenties
930,F,M,19,8182,377,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Bern,2015-04-20T11:32:50Z,1429529570,55061ce7180ba062738b47d6,Early Twenties
931,F,none,22,5880,340,0,Spain,"40.4637∞ N, 3.7492∞ W",ES,"41.3874∞ N, 2.1686∞ E",Barcelona,Collex-Bossy,2015-04-27T19:11:16Z,1430161876,544d20a1170ba050118b4a66,Early Twenties
932,F,M,23,3844,118,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.1109∞ N, 8.6821∞ E",Frankfurt,Hemmingen,2015-04-06T15:59:15Z,1428335955,544d2a24c46da1c1338b47c7,Early Twenties
933,F,M,21,2786,56,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Simard,2015-04-04T17:06:49Z,1428167209,544d6de9c56da184188b4a5d,Early Twenties
934,F,none,19,10433,312,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Rumilly,2015-04-26T11:49:53Z,1430048993,550d2a34c46da1ef778b4780,Early Twenties
935,F,M,23,3189,165,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Lugrin,2015-04-23T18:18:11Z,1429813091,544e4164e86da1d40d8b4cd2,Early Twenties
936,F,M,22,940,14,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Zug,2015-04-08T15:15:38Z,1428506138,551f96bcc86da124318b4605,Early Twenties
937,F,M,19,8930,723,1,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Arona,2015-03-30T05:48:18Z,1427694498,54684a37c96da16c818b4c05,Early Twenties
938,F,M,23,12020,106,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"42.0912∞ N, 19.0899∞ E",Baar,Baar,2015-04-06T15:29:44Z,1428334184,544e6b7ac96da1f41d8b4c02,Early Twenties
939,F,M,23,3577,95,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.5197∞ N, 6.6323∞ E",Lancy,Luzern,2015-04-26T08:36:11Z,1430037371,552e8446190ba052598b4806,Early Twenties
940,F,M,19,7475,186,0,France,"46.2276∞ N, 2.2137∞ E",FR,"48.8566∞ N, 2.3522∞ E",Paris,Lyon,2015-04-26T11:21:03Z,1430047263,548601ba150ba049648b461e,Early Twenties
941,F,none,23,5553,231,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Bern,2015-04-11T21:24:52Z,1428787492,55295bc4c56da17b358b4cdb,Early Twenties
942,F,M,24,2637,67,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3130∞ N, 7.9199∞ E",Oftringen,Oensingen,2015-04-06T06:47:07Z,1428302827,54da7930140ba0d9358b45a6,Early Twenties
